,Age dependency ratio (% of working-age population),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)",Arms imports (SIPRI trend indicator values),Broad money (% of GDP),Broad money to total reserves ratio,Changes in inventories (current US$),"Claims on central government, etc. (% GDP)",Consumer price index (2010 = 100),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Exports of goods and services (% of GDP),Exports of goods and services (current US$),External balance on goods and services (% of GDP),External balance on goods and services (current US$),Final consumption expenditure (% of GDP),Final consumption expenditure (current US$),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),GDP (current US$),GDP deflator (base year varies by country),GDP per capita (current US$),General government final consumption expenditure (% of GDP),General government final consumption expenditure (current US$),GNI (current US$),Gross capital formation (% of GDP),Gross capital formation (current US$),Gross domestic savings (% of GDP),Gross domestic savings (current US$),Gross fixed capital formation (% of GDP),Gross fixed capital formation (current US$),Gross national expenditure (% of GDP),Gross national expenditure (current US$),Gross national expenditure deflator (base year varies by country),Gross value added at basic prices (GVA) (current US$),Households and NPISHs final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (current US$),Imports of goods and services (% of GDP),Imports of goods and services (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (current US$)","Inflation, consumer prices (annual %)","Manufacturing, value added (% of GDP)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Military expenditure (current USD),Monetary Sector credit to private sector (% GDP),Net primary income (Net income from abroad) (current US$),"Population ages 0-14, total",Population ages 15-64 (% of total population),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Rural population,Rural population (% of total population),"Services, value added (% of GDP)",Taxes less subsidies on products (current US$),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),Trade (% of GDP),Urban population,Urban population (% of total population)
1978 [YR1978],76.0904353769291,33.160038281816,45528830485.1917,1184000000.0,32.9758132423724,5.44435526151215,5292433198.80144,13.0667474458664,8.22876409284699,19.6954206980837,19.6954206980837,6.31482523475021,8670273695.49852,-0.273361373478997,-375325973.044771,85.9883294126975,118062230214.082,1867828.0,0.279824501,137300295308.038,7.78214410654306,205.69338331283,9.43960862146001,12960610513.1876,137110195139.872,23.2471770334632,31918442717.7273,14.0116705873025,19238065093.9558,19.3925362354025,26626009518.9259,109.235506446161,149980672931.809,8.24770698926629,124976822546.47,76.5487207912375,105101619700.894,6.5881866082292,9045599668.54329,25.3244196150379,34770502916.4936,2.5230487569518,17.0964405201536,23473463321.3339,6671000000.0,7865000000.0,10.5870129174799,3.12633170169882,3975819129.87438,19.6954206980837,-190100168.165533,264544442.0,56.7890015236948,321629374.0,48.1841892345693,345870441.0,51.8158107654307,667499815.0,518120031.0,77.621,34.9393647309074,12323472761.5683,8316115827.7223,6426350817.3537,12.9030118429794,149379784.0,22.379
1979 [YR1979],75.53361999171,31.280959448738,47857257182.8996,1183000000.0,35.3948920767191,4.58310057195224,3177005020.37779,14.4430722352847,8.74517527238276,20.9567362384974,20.9567362384974,6.74963815734046,10326383041.9494,-1.41952821678359,-2171759694.91358,85.691548246477,131100916822.995,2016066.0,0.295180046,152991653792.864,9.00612309419659,224.001018807619,9.8947320247667,15138114163.0628,153181094632.843,22.4309011701982,34317406660.9293,14.308451753523,21890736969.869,20.3543140220659,31140401640.5515,108.122449416675,165418323483.925,9.27438631393287,138566651994.13,75.7968162217103,115962802659.933,8.16916637412405,12498142736.863,25.9922062251217,39765906161.0656,6.27568336762338,17.8520344897244,27312122801.5019,7806000000.0,9827000000.0,11.5254653197444,3.26132865787541,4589738351.59412,20.9567362384974,189440839.978208,269331987.0,56.9691435997674,329097301.0,48.1844132560622,353898047.0,51.8155867439378,682995348.0,527709526.0,77.264,35.521414729613,14425001798.7341,11815414018.5725,7432479364.91613,14.9188045314645,155285822.0,22.736
1980 [YR1980],75.0009158122922,33.0574847297758,61594472500.7475,1751000000.0,34.4665519998103,5.3472982524923,2611175687.50746,16.0510724221279,9.7374092846992,20.5434589535461,20.5434589535461,6.13955113205993,11439539833.7726,-3.10547458413088,-5786286235.55646,87.4980206554448,163030988932.962,2149470.0,0.307527184,186325345089.754,10.0425766324951,266.57785078817,9.65188060851665,17983899851.4697,186762452326.729,21.0776467693967,39272998079.8777,12.5019793445552,23294356156.7922,19.6762401672784,36661822392.3703,108.575667424841,202303987012.839,10.2170712529819,169451747878.765,77.8461400469288,145047089081.493,9.2450257161908,17225826069.329,25.3362458948906,47207847596.4436,11.3460734795095,16.7523757973252,31213922015.0986,8586000000.0,14864000000.0,12.585512716321,3.13378132972583,5420809519.08574,20.5434589535461,437107236.975471,274325590.0,57.1425581036766,336773402.0,48.1825645698037,362179435.0,51.8174354301963,698952837.0,537508711.0,76.902,33.8072587352145,16873597210.988,12009788667.4367,6943862180.06385,15.3845768482507,161444126.0,23.098
1981 [YR1981],74.8830987451288,31.715142387441,61365822478.0086,2106000000.0,34.4567940281971,8.22197482011565,1862891369.98189,16.8047994946957,11.0142316437707,21.2254624471453,21.2254624471453,5.93602662650719,11485654131.2966,-2.63521150843284,-5098886823.3028,85.7686060136673,165954198991.873,2295530.0,0.320880368,193490610032.1,11.12994485041,270.470600926091,9.62616589253244,18625727108.1629,193535405875.045,20.8300351493331,40304162080.3454,14.2313939863327,27536411040.2267,19.8672538703487,38441270710.3635,106.598641163,206258361072.218,11.5044376688084,175366835789.5,76.1424401211349,147328471883.71,8.57123813494003,16584540954.5994,26.1029192061902,50506697608.2436,13.112546897642,16.7704437519772,32449233920.7909,8295000000.0,15418000000.0,12.2553750779255,3.18624812218328,5879007035.84446,21.2254624471453,44795842.9457746,280243741.0,57.1810545374412,344660922.0,48.178382751295,370724075.0,51.821617248705,715384997.0,547863292.0,76.583,33.8716186353749,18123774242.6001,8108837891.29932,4692882371.82402,14.5072647614472,167521705.0,23.417
1982 [YR1982],74.7448052671687,30.5704700827392,61359563464.0861,2257000000.0,36.1051758724807,8.79306118612094,-65535335.815103,18.2038937927274,11.8833363334912,22.6878989177951,22.6878989177951,5.98329984870626,12009388988.7104,-2.1593280522919,-4334098438.97677,85.3194407047595,171249039431.681,2466364.0,0.336824767,200715145360.918,12.0310099483255,274.111333667661,10.1725727813013,20417894244.9342,200056669825.258,20.9818622096462,42113775233.519,14.6805592952405,29466105929.2377,21.0145131267942,42179310569.3342,106.301302914406,213362814665.2,12.5578092823825,181692473538.896,75.1468679234582,150831145186.746,8.14262790099815,16343487427.6871,26.1498047867777,52486618689.3772,7.89074279377489,16.3699959378028,32857061142.1372,9358000000.0,14786000000.0,12.0289876265118,3.34511766555139,6302107956.21001,22.6878989177951,-658475535.660501,286325512.0,57.2263077464337,352736215.0,48.1722463706813,379503283.0,51.8277536293187,732239498.0,559086824.0,76.353,34.8968372779453,19022671822.0223,8241561692.94602,4315146405.27743,14.1259277497044,173152674.0,23.647
1983 [YR1983],74.5543398002161,31.32414521668,68368791476.2066,2637000000.0,36.2359994531958,9.62659351091915,-1136920637.82293,17.929345684808,13.2936603505448,22.8926687644685,22.8926687644685,5.83762942419484,12741342694.5045,-2.01533503829422,-4398716071.41125,85.6358506502559,186910754483.325,2668240.0,0.356036416,218262273410.099,13.0600053384903,291.238110137317,10.0911209871836,22025110079.1905,217346843963.138,20.0481712130599,43757594266.7736,14.3641493497441,31351518926.7734,20.5690677564982,44894514904.5965,105.684021863316,230668348750.099,13.5580760269779,198431115643.681,75.5447296630723,164885644404.135,7.85296446248906,17140058765.9158,26.2988432861731,57400453236.9605,11.8680812986734,16.6644546923657,36372217662.9532,9148000000.0,14061000000.0,10.6335371832181,3.3230686597074,6830768697.58092,22.8926687644685,-915429446.960367,292449087.0,57.2887503767902,360959428.0,48.1645957427762,388469530.0,51.8354042572238,749428958.0,570472817.0,76.121,34.5216006299114,19831157766.4178,8215732398.97451,4937274460.15733,13.6905938866839,178956141.0,23.879
1984 [YR1984],74.2447335710508,30.1467925285446,63958902685.6631,2769000000.0,38.1562583037088,9.48361883310108,381741894.742709,19.3789001267168,14.3995476077688,24.2825746449059,24.2825746449059,6.28340139298242,13330753440.7915,-1.44257315837877,-3060537739.34112,84.9605257931656,180250751259.281,2897862.0,0.37789981,212158234164.06,14.0947799710496,276.66795828235,10.3559108944571,21970917685.2837,210960266670.706,21.0303610984954,44617642744.8933,15.0394742068344,31907482904.7793,20.8504284664923,44235900850.1506,105.990886891661,224868394004.174,14.688568551047,193322399019.772,74.6046148987085,158279833573.997,7.7259745513612,16391291180.1326,26.7391386539062,56729284398.8071,8.3189071186007,16.7078036006278,35446981086.6911,9451000000.0,15272000000.0,11.6530947278162,3.41687559436328,6956682449.43939,24.2825746449059,-1197967493.35397,298375131.0,57.3905436644968,369276873.0,48.1560750617842,397556538.0,51.8439249382158,766833411.0,581926871.0,75.887,35.4208160853508,18835835144.2887,8535944481.20133,5842300415.42095,14.0093759443436,184906540.0,24.113
1985 [YR1985],73.7878526232326,28.6352843497391,66580437366.9865,2981000000.0,39.5283397578444,9.68156411052227,1978013811.68659,21.0818577843934,15.1996475603979,24.5636651595182,24.5636651595182,5.25455499627934,12217464494.0919,-2.39092620157102,-5559187409.09017,83.9091083093468,195098643410.574,3165214.0,0.403540972,232511877842.041,15.1087282012713,296.435150039292,10.9301926339589,25413996144.9703,231344146134.325,22.6540129356146,52673270883.1764,16.0908916906532,37413234431.4666,21.8032977678371,50695257071.4899,106.563121244961,247771914293.751,15.7902039045498,209831010617.321,72.9789156753879,169684647265.604,7.64548119785037,17776651903.182,26.6290712212015,61915753548.3101,5.55642423236556,16.4180128626059,38173830011.1927,9140000000.0,15928000000.0,10.7813846899599,3.5690302776083,7567024020.30933,24.5636651595182,-1167731707.71569,303956111.0,57.5414210817337,377646920.0,48.1471408820367,406713092.0,51.8528591179633,784360012.0,593384036.0,75.652,36.1149997712222,22680867224.7204,9493102974.01812,6420353251.3181,12.9000361941297,190975976.0,24.348
1986 [YR1986],73.7513493876909,27.4687606025091,68393366637.7789,4133000000.0,41.6611461216028,9.89784383639805,-2045171366.30692,22.7738813575351,16.5265343439129,25.8010010959578,25.8010010959578,5.19622166028455,12937864153.5995,-1.8268285786263,-4548547295.97622,84.7093762827989,210914482586.368,3487908.0,0.434914672,248985994044.2,16.1345202621958,310.465932763137,11.5502571077319,28758522474.3472,247574348949.764,22.0795148209748,54974899457.1405,15.2906237172011,38071511457.8313,22.9009149861358,57020070823.4474,106.788891103774,265889382043.509,17.0381898011058,223910354064.298,73.159119175067,182155960112.021,7.02305023891085,17486411449.5757,26.7308358201425,66556037283.1048,8.72972072702585,16.2215838092511,40389471697.1767,9399000000.0,15421000000.0,9.96843219847699,4.10646868066223,9539363085.60916,25.8010010959578,-1411645094.43554,310441837.0,57.5535098437527,386054080.0,48.1379045051577,415921170.0,51.8620954948423,801975250.0,604809635.0,75.415,36.9884678354491,25075639979.9019,10480102587.5579,6395732658.12875,12.2192718991954,197165615.0,24.585
1987 [YR1987],73.4469631349609,26.8840702791725,75015584849.83,3835000000.0,42.6341664426095,10.3341142593927,-1099483473.73655,23.7641882043014,17.9810554239697,25.3823595128301,25.3823595128301,5.60458088400527,15638662913.9839,-1.37565226766817,-3838531827.11956,83.3786161972146,232654341141.533,3800986.0,0.463714651,279033584092.159,17.6395310975803,340.416834519435,11.9290134215451,33285953696.9719,277014075282.35,24.0495905947763,67106434596.095,16.6213838027854,46379242950.6258,24.44362326196,68205918069.8315,107.428206791991,299760775737.628,18.4188595983954,250269334523.387,71.4496027756695,199368387444.561,6.98023315167344,19477194741.1034,26.6992365166896,74499836577.7615,8.80112581251833,16.209549353962,45230086527.5475,11298000000.0,16675000000.0,10.0249581393619,4.2313175270108,10877406164.41,25.3823595128301,-2019508809.80838,316268764.0,57.6545118951493,394498850.0,48.1282746575061,425183245.0,51.8717253424939,819682095.0,616212409.0,75.177,37.452279491752,28764249568.7719,11511740598.8136,6453558243.13013,12.5848140356787,203469686.0,24.823
1988 [YR1988],72.9542654229901,27.9822289098659,82992211449.7807,3762000000.0,42.5039894447298,13.7235312877824,4583005166.07243,23.6099864837907,19.6683027001421,25.2751174407877,25.2751174407877,6.03521975491727,17899797605.808,-1.42001060648055,-4211595183.9853,81.7238869173422,242384054729.489,4174278.0,0.498439745,296588994812.059,19.091708205485,354.149248234039,11.6043602340104,34417255372.4219,293483314650.144,25.117216654838,74494900401.3512,18.2761130826578,54204940082.5699,23.5719788859934,69911895235.2788,106.84110357218,316878955130.841,20.2468331680343,267558923501.819,70.1195266833318,207966799357.068,7.45523036139782,22111392789.7933,26.7115838164859,79223617939.6962,9.38347186185335,16.1015348491643,47755380358.4498,13234000000.0,19102000000.0,10.9026297555277,3.72867178276269,11346419153.4156,25.2751174407877,-3105680161.91535,321598341.0,57.8187532282541,402975463.0,48.1182578499407,434493475.0,51.8817421500593,837468938.0,627574098.0,74.937,36.7964455047153,29030071310.2409,9185839446.54079,4899288503.72085,13.4904501163151,209894840.0,25.063
1989 [YR1989],72.3691796708143,26.917943145353,79688512801.3293,3580000000.0,42.8163359108404,15.7489200957438,4425924725.89883,23.9256972820432,21.0596935101847,26.5898140096385,26.5898140096385,7.0161302779135,20770717303.6297,-1.13587153477851,-3362660841.17534,79.7351528281004,236049824184.095,4588832.0,0.536495493,296042354986.126,20.7024391374289,346.112888485581,11.5637622994974,34233634236.4299,292602874479.116,26.0718444780734,77183702381.2086,20.2648471718996,59992530802.0309,24.5768135639643,72757777655.3096,105.806997306174,313233526565.303,21.8014568434656,267801009345.678,68.171390528603,201816189947.665,8.15200181269201,24133378144.8051,27.5509934819543,81562609926.0515,7.07428002942298,16.9028458964925,50039583051.6522,15872000000.0,20549000000.0,12.3026314939654,3.53417972767288,10589796924.594,26.5898140096385,-3439480507.00979,326660932.0,58.015011873516,411482898.0,48.1078237591619,443851777.0,51.8921762408381,855334675.0,638892235.0,74.695,37.2293979799252,28241345640.4471,8048455918.16027,3858554813.78295,15.1681320906055,216442440.0,25.305
1990 [YR1990],71.7330713075884,26.8964382499641,86331925636.2927,2721000000.0,42.1837730851491,24.0181556359403,8161683453.29771,24.3423680413848,22.9490075793463,24.9164565697498,24.9164565697498,7.05335023415339,22639774911.5525,-1.39956104190916,-4492297406.46851,78.3606254866432,251521172783.362,5074734.0,0.581113365,320979026419.633,22.9110382484705,367.55660889031,11.2854919029417,36224062036.729,316775332517.636,28.6249168198697,91879979321.8475,21.6393745133568,69457853636.271,26.0821701661904,83718295868.55,106.985542306513,343401152105.21,23.9826244354896,289602203565.216,67.0751335837014,215297110746.633,8.45291127606256,27132072318.021,27.4536954959324,88120604519.0545,8.9712325027326,16.5975964421887,53274803469.1969,17969000000.0,23580000000.0,12.9444594755798,3.14621461029962,10537035450.0528,24.9164565697498,-4203693901.99738,331545788.0,58.2299024622632,420020420.0,48.0969996581809,453257379.0,51.9030003418191,873277799.0,650181520.0,74.453,37.0447851943955,31376822854.4175,5637446363.83184,1520972172.8244,15.506261510216,223096279.0,25.547
1991 [YR1991],71.3090315218518,27.3332181443779,73828482315.4666,1884000000.0,43.4178555336728,15.3983902296385,-1654833175.62993,25.2468212566315,26.1320914258645,23.8217444526828,23.8217444526828,8.49424077053547,22943398073.2995,0.000754989935874379,2039268.14744724,78.0968001480887,210943629036.731,5809929.0,0.651868467,270105341879.226,26.0617227464292,303.055607722879,11.0787262464783,29924231403.9138,265995400854.861,23.9716716466915,64748765655.4616,21.9031998519112,59161712842.4951,24.584333789586,66403598831.0915,102.06847179478,275692394692.193,26.9671829991283,244573341067.598,67.0180739016105,181019397632.818,8.49348578059959,22941358805.152,26.4417201769254,71420498682.6328,13.8702461773682,15.6762601605127,42342416100.4299,17727000000.0,20448000000.0,14.1333746805605,2.90997432764267,8622473881.38455,23.8217444526828,-4109941024.36518,336594423.0,58.3740384818411,428576053.0,48.0858228473922,462697149.0,51.9141771526078,891273202.0,661520796.0,74.222,37.7856900237179,25532000811.6287,7615987475.11471,3626589137.30707,16.9877265511351,229752406.0,25.778
1992 [YR1992],70.8021575859561,26.669771971317,76864531185.5153,1185000000.0,44.1444293103205,13.3379621349693,699188601.0912,23.3995015061823,29.2124945523449,24.6982402507395,24.6982402507395,8.84292692502088,25486060890.6036,-0.74724519178629,-2153623638.36691,76.6593851383476,220938810649.23,6796748.0,0.747464595,288208430383.964,28.3981958983992,316.953927198178,10.9150464795678,31458084134.4425,283799332762.87,25.3320981378896,73009242426.5371,23.3406148616524,67269619734.7347,25.0894998917615,72310053829.2322,101.991483276237,293948053075.767,29.5683431973474,260425017041.948,65.7443386587798,189480726514.787,9.59017211680717,27639684528.9706,26.7927432696344,77218944834.2187,11.7878170418135,15.8007998170807,45539237140.9207,19628000000.0,23579000000.0,14.9915808994337,2.70483970561409,8083231409.70982,24.6982402507395,-4409097621.094,341378977.0,58.5472698035357,437144412.0,48.0744570696803,472162606.0,51.9255429303197,909307018.0,673032682.0,74.016,37.9125681820607,27783413342.0165,9538786025.16565,5757134860.50573,18.433099041828,236274336.0,25.984
1993 [YR1993],70.1952379725083,26.881800844094,75079800665.0874,737000000.0,44.8834588757366,8.54248049037485,2042951808.26609,23.7108907126756,31.0607370914259,23.8320553867162,23.8320553867162,9.83421745486326,27466578243.4169,0.016895123258149,47187407.3389172,76.4542220201817,213533601508.722,8025586.0,0.865381992,279296022987.919,31.1987643120061,301.159002272177,11.0026650353957,30730005866.5425,275444510280.797,24.399220991812,68146053870.1645,23.5457779798183,65762421479.1977,23.6677562948176,66103102061.8984,100.853443011994,281679655378.886,32.3278737820889,254898664589.996,65.451556984786,182803595642.179,9.81732233160511,27419390836.078,26.7815542820739,74799816004.1831,6.32689048779865,15.9157121078439,44451950947.4147,21572000000.0,22788000000.0,15.8827897101559,2.82354224568723,8253542581.48511,23.8320553867162,-3851512707.12243,345826028.0,58.7560504654358,445740103.0,48.0632138102388,481663763.0,51.9367861897613,927403866.0,684507519.0,73.809,38.4906849170226,24397358397.9238,14674627089.9414,10199123471.808,19.6515397864684,242896347.0,26.191
1994 [YR1994],69.4566978241426,26.3886188842791,86363506441.5546,884000000.0,46.0214654845461,6.21846598126493,12543549546.6228,21.9700218778359,34.2438214116532,23.6473414039551,23.6473414039551,9.88808491615672,32361287610.239,-0.301974544025848,-988288951.101514,75.2766533792801,246362106616.09,9795304.0,1.035880397,327275583539.559,34.3124149596469,346.102951420647,10.4358134716054,34153869436.2963,323108717813.725,27.1916060060129,88991487229.9563,24.7233466207199,80913476923.4689,23.3588882056315,76447937683.3335,102.468259385293,335353593846.046,35.8188827673438,297407251967.501,64.8408399076747,212208237179.793,10.1900594601826,33349576561.3405,27.628201246504,90420356850.9795,10.2479355556119,16.7641381308226,54864930893.0272,25022000000.0,26843000000.0,15.8475005801131,2.66467372708604,8880551226.0269,23.6473414039551,-4166865725.83342,349805826.0,59.0121260033812,454384941.0,48.0524600889414,491216887.0,51.9475399110586,945601828.0,695972401.0,73.601,37.4963023398337,29868331572.0578,24220928468.8194,19698471269.4689,20.0781443763393,249629427.0,26.399
1995 [YR1995],68.5869358924763,24.4568552670561,88113635729.2706,1479000000.0,43.5453088808636,6.86150800155763,9563755007.14239,20.0603409824975,37.7452131691142,22.5107747019848,22.5107747019848,10.8439680348823,39068859788.0594,-1.17951263610586,-4249571157.90354,74.240728396435,267475945977.85,11978000.0,1.242630907,360281952716.797,37.4220469520932,373.76648078334,10.5402675186561,37974681637.7883,356252331233.451,27.7914420885411,100127550244.754,25.759271603565,92806006738.9472,25.1369225013023,90563795240.5998,102.032170484976,367603496222.603,39.2284457391273,326727432293.752,63.7004608786084,229501264343.05,12.0234806709882,43318430945.9629,28.599809423728,103039951865.09,10.2248861637545,17.865850596559,64367435398.7484,30630000000.0,34707000000.0,18.1349633272802,2.57848357246069,9754464629.8929,22.5107747019848,-4029621483.34539,353275738.0,59.3165771938524,463091988.0,48.0424460144354,500830598.0,51.9575539855646,963922586.0,707451704.0,73.393,37.849668118334,33554520423.0445,22864636916.1009,17921806913.0466,22.8674487058705,256470882.0,26.607
1996 [YR1996],67.8836178107714,25.4170307460273,99862765103.885,844000000.0,44.6894365497978,7.05455853235755,5959380515.36867,20.8332570127979,41.1336584557082,23.4024420368578,23.4024420368578,10.3851692716063,40803024157.2021,-1.15914932817409,-4554263565.89147,74.8861078469264,294225311846.494,14542651.0,1.480371084,392897054348.071,40.2567738524898,399.950074728286,10.3308896774711,40589761230.7328,389212066967.505,26.0415662523599,102316546711.623,25.1138921530736,98671742501.5774,24.5247871242351,96357166196.2547,100.927674099286,396541858558.117,42.4333611371075,358403958082.635,64.5552181694553,253635550615.761,11.5443185997804,45357287723.0936,27.9122703698412,109666488084.776,8.97715233826453,17.5963408006414,69135504678.7678,33105000000.0,37942000000.0,18.0828538197843,2.4727682254674,9904672736.30381,23.4024420368578,-3684987380.56607,356859181.0,59.565073293213,471862701.0,48.0333258898018,510502547.0,51.9666741101982,982365248.0,718924359.0,73.183,37.709329473598,34493096265.4363,24889364657.4122,20170156505.5965,21.9294878713867,263440889.0,26.817
1997 [YR1997],67.0641950369016,24.3453570949732,101244489721.004,1666000000.0,47.4599823028054,6.95325591681716,11514495410.1775,21.1581493195499,44.0805774514448,23.5553253456166,23.5553253456166,10.6907173181022,44459245982.728,-1.2379522302579,-5148244133.88126,74.9405585238924,311653617466.353,17801696.0,1.778568835,415867753863.874,42.8639117289343,415.493797812017,11.0287262031216,45864915940.7185,412314039081.443,28.1188398959908,116937187888.036,25.0594414761076,104214136397.521,25.3500521489519,105422692475.167,103.059398419883,428590805354.389,45.0430150397141,380773981737.593,63.9118323214179,265788701528.326,11.9286695483601,49607490116.6092,27.83703076259,115765234574.779,7.16425211462719,16.5185785300058,68695441502.9751,35008000000.0,41432000000.0,18.3808432584126,2.64773242601716,11464883389.8324,23.5553253456166,-3553714782.43084,359978013.0,59.8572302970158,480682702.0,48.0250463136165,520217326.0,51.9749536863836,1000900028.0,730376768.0,72.972,39.0795515236046,35093772126.2813,28385372945.8609,24688314294.5037,22.6193868664624,270523260.0,27.028
1998 [YR1998],66.1515951110631,24.3788210472195,102720522680.697,753000000.0,48.9013068505819,6.72331101119778,4878402829.61899,21.4886129199876,49.9128076740881,23.6777468577409,23.6777468577409,11.018469179248,46426482685.1663,-1.66253172043498,-7005101968.03781,75.7186237573809,319041539947.982,21593686.0,2.118100419,421351477504.743,46.2973828654213,413.29893221522,11.9098898139167,50182496700.1251,417792938008.473,26.6165666913164,112149297014.897,24.2813762426191,102309937556.761,25.4587677775665,107270894185.278,102.335190448697,431190836962.879,48.1792142815506,387763650365.411,63.8087339434642,268859043247.857,12.681000899683,53431584653.2041,27.3030378516024,115041753391.406,13.2308389767978,15.7193160164052,66233570288.7628,33437000000.0,42980000000.0,18.1361651921916,2.72731141679376,11920610818.3832,23.6777468577409,-3558539496.26981,362650374.0,60.1860005825832,489529547.0,48.0174034896134,529954039.0,51.9825965103866,1019483586.0,741776257.0,72.76,40.1325687269389,33587827141.7092,30646563663.4809,27340724583.4008,23.699470078931,277707329.0,27.24
